"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"24","RT @PawanKalyan_IN: Let us Fans,  take this swacch bharat challenge on behalf of PawanKalyan.",FALSE,0,NA,2014-11-03 09:35:55,FALSE,NA,"529205319550128128",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","pavan2676",6,TRUE,FALSE,NA,NA
"25","RT @VyasKalyan: #PowerStar #PawanKalyan''s Swachch Bharat Campaign.

http://t.co/k0HcNEFD3m http://t.co/QfOFtmKcOV",FALSE,0,NA,2014-11-03 09:35:33,FALSE,NA,"529205227317391360",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","pavan2676",3,TRUE,FALSE,NA,NA
"26","RT @deepaknrn: 10 heroes who have 100 crore movies 
SRK,Salman,Aamir,Hrithik,Akshay,Ajay,Ranbir,Vijay,Dhanush,PawanKalyan",FALSE,0,NA,2014-11-03 09:33:07,FALSE,NA,"529204616932904960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YbYasi",16,TRUE,FALSE,NA,NA
"27","RT @PawanKalyanInfo: #Pawankalyan is the Art of living -
Ravi shankar guruji",FALSE,0,NA,2014-11-03 09:29:47,FALSE,NA,"529203777530642432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_PawanKalyan",4,TRUE,FALSE,NA,NA
"28","RT @PawanKalyanInfo: #Pawankalyan is the Art of living -
Ravi shankar guruji",FALSE,0,NA,2014-11-03 09:29:05,FALSE,NA,"529203603458633728",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TrivikramFans",4,TRUE,FALSE,NA,NA
"29","RT @PawanKalyanInfo: #Pawankalyan is the Art of living -
Ravi shankar guruji",FALSE,0,NA,2014-11-03 09:28:20,FALSE,NA,"529203414324895746",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GnanaVarsha",4,TRUE,FALSE,NA,NA
"30","RT @deepaknrn: 10 heroes who have 100 crore movies 
SRK,Salman,Aamir,Hrithik,Akshay,Ajay,Ranbir,Vijay,Dhanush,PawanKalyan",FALSE,0,NA,2014-11-03 09:20:25,FALSE,NA,"529201422588325888",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vijaymech9524",16,TRUE,FALSE,NA,NA
"31","RT @deepaknrn: 10 heroes who have 100 crore movies 
SRK,Salman,Aamir,Hrithik,Akshay,Ajay,Ranbir,Vijay,Dhanush,PawanKalyan",FALSE,0,NA,2014-11-03 09:19:24,FALSE,NA,"529201166345699328",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","iVishakan",16,TRUE,FALSE,NA,NA
"32","RT @deepaknrn: 10 heroes who have 100 crore movies 
SRK,Salman,Aamir,Hrithik,Akshay,Ajay,Ranbir,Vijay,Dhanush,PawanKalyan",FALSE,0,NA,2014-11-03 09:18:11,FALSE,NA,"529200859301687298",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vickyvk8",16,TRUE,FALSE,NA,NA
"33","RT @deepaknrn: 10 heroes who have 100 crore movies 
SRK,Salman,Aamir,Hrithik,Akshay,Ajay,Ranbir,Vijay,Dhanush,PawanKalyan",FALSE,0,NA,2014-11-03 09:17:58,FALSE,NA,"529200805077725184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anandcoolguy21",16,TRUE,FALSE,NA,NA
